order_id,carline_id,colour_id,sales_person_id,region_id,sales_date,order_qty,price_per_unit,total_sales
5296,35,2,11,1,2025-02-24,3,2975569.32,8926707.96
5297,10,4,26,3,2024-07-07,1,3094734.46,3094734.46
5298,23,1,52,8,2024-07-14,1,4848903.5,4848903.5
5299,19,15,42,7,2025-08-04,1,1506359.22,1506359.22
5300,4,12,24,8,2023-08-21,1,964196.7,964196.7
5301,6,6,27,5,2023-05-21,1,2186270.96,2186270.96
5302,35,12,23,3,2024-09-13,1,2249141.57,2249141.57
5303,19,3,40,3,2023-11-26,2,2031753.11,4063506.22
5304,18,11,13,5,2023-10-02,1,2503957.82,2503957.82
5305,24,12,19,2,2023-07-01,1,1533073.98,1533073.98
5306,14,3,10,2,2024-09-08,1,945689.47,945689.47
5307,33,14,5,10,2022-08-11,1,1418710.62,1418710.62
5308,29,3,38,3,2023-04-02,1,781364.08,781364.08
5309,35,14,32,3,2025-07-04,1,2771101.4,2771101.4
5310,8,13,25,4,2022-09-04,1,786557.08,786557.08
5311,1,6,1,9,2023-02-28,2,2328853.72,4657707.44
5312,11,6,38,3,2024-01-06,1,3258342.04,3258342.04
5313,38,3,21,6,2024-12-03,2,1148454.0,2296908.0
5314,26,7,43,8,2022-01-07,3,2671007.7,8013023.1
5315,32,3,14,6,2025-07-05,2,2500590.05,5001180.1
5316,31,5,2,8,2024-02-17,1,4360537.84,4360537.84
5317,34,6,22,3,2022-06-12,3,2425158.64,7275475.92
5318,18,2,24,5,2024-08-06,1,2071563.74,2071563.74
5319,28,2,53,5,2025-06-23,1,1196978.34,1196978.34
5320,42,10,51,1,2025-02-13,1,1273145.73,1273145.73
5321,10,1,34,6,2025-07-13,1,4033855.48,4033855.48
5322,14,6,4,6,2024-08-12,2,1548616.38,3097232.76
5323,21,6,15,11,2024-12-14,1,813798.76,813798.76
5324,15,1,16,9,2025-06-08,1,1486696.99,1486696.99
5325,4,12,2,7,2023-03-18,1,881187.23,881187.23
5326,5,2,21,4,2024-06-19,1,6738583.64,6738583.64
5327,25,4,25,8,2025-02-14,2,2856933.36,5713866.72
5328,20,6,23,6,2024-12-15,1,4806659.25,4806659.25
5329,18,1,19,1,2024-03-28,1,965424.75,965424.75
5330,20,4,38,7,2025-08-11,1,2911634.5,2911634.5
5331,10,2,31,3,2022-06-12,2,2324353.8,4648707.6
5332,25,4,52,2,2025-05-23,1,2417859.28,2417859.28
5333,14,2,45,3,2023-09-03,1,1039887.79,1039887.79
5334,10,3,26,6,2022-09-05,1,4433169.88,4433169.88
5335,11,10,54,6,2025-04-09,1,2349916.52,2349916.52
5336,17,4,37,10,2023-09-01,1,707999.07,707999.07
5337,7,1,40,3,2022-04-19,1,4448335.06,4448335.06
5338,28,2,29,2,2023-09-07,1,3915112.46,3915112.46
5339,12,4,22,3,2025-08-22,1,3606912.46,3606912.46
5340,9,4,56,7,2025-06-05,2,1845632.07,3691264.14
5341,7,2,36,11,2022-03-05,1,2294192.39,2294192.39
5342,11,6,2,6,2025-08-17,2,2448021.32,4896042.64
5343,16,12,2,1,2025-03-25,1,574383.79,574383.79
5344,27,6,21,5,2024-07-14,1,3269699.38,3269699.38
5345,35,4,50,7,2024-03-18,3,4387513.17,13162539.51
5346,34,10,26,3,2024-04-12,3,1197383.09,3592149.27
5347,29,3,15,8,2025-02-24,2,696131.13,1392262.26
5348,17,1,48,8,2022-09-23,1,679456.33,679456.33
5349,14,3,26,5,2023-07-21,1,1681249.57,1681249.57
5350,24,2,52,3,2023-06-10,1,2680883.36,2680883.36
5351,41,1,25,3,2025-01-12,1,3845287.08,3845287.08
5352,27,12,17,10,2022-12-01,1,4140369.15,4140369.15
5353,39,11,55,5,2022-02-23,1,4094716.16,4094716.16
5354,13,6,3,11,2025-05-16,1,612232.51,612232.51
5355,9,12,20,1,2023-07-12,1,1419304.92,1419304.92
5356,38,4,18,7,2022-10-25,1,1379922.21,1379922.21
5357,21,11,53,10,2025-03-14,1,1951032.53,1951032.53
5358,30,2,54,7,2024-11-13,1,1568441.57,1568441.57
5359,41,8,37,9,2024-01-16,2,1332845.32,2665690.64
5360,3,2,5,7,2024-09-24,1,606530.7,606530.7
5361,38,3,17,7,2024-05-26,1,3600249.5,3600249.5
5362,16,4,53,7,2022-05-07,1,715657.73,715657.73
5363,11,15,12,5,2023-09-12,1,3789917.14,3789917.14
5364,28,11,12,8,2024-11-10,1,1137534.7,1137534.7
5365,7,3,53,7,2023-01-04,1,2526788.25,2526788.25
5366,15,1,43,9,2025-08-17,1,3907540.76,3907540.76
5367,1,11,33,3,2025-12-28,1,3366186.02,3366186.02
5368,15,2,44,3,2022-06-30,1,1213426.0,1213426.0
5369,20,7,9,7,2022-04-17,1,3960421.46,3960421.46
5370,31,2,5,2,2024-04-02,1,3671966.25,3671966.25
5371,26,1,51,8,2025-04-27,1,3040183.77,3040183.77
5372,19,2,8,4,2023-07-13,1,1902992.84,1902992.84
5373,16,10,54,8,2025-01-25,1,479738.46,479738.46
5374,1,1,50,10,2023-03-08,1,1985543.19,1985543.19
5375,7,14,16,1,2023-12-02,2,2795201.57,5590403.14
5376,25,2,41,3,2023-01-17,1,3744699.9,3744699.9
5377,30,1,24,8,2024-01-24,1,1423229.43,1423229.43
5378,29,3,33,4,2024-10-16,1,772686.13,772686.13
5379,33,7,52,3,2023-05-13,1,3460275.91,3460275.91
5380,25,1,6,12,2024-10-30,1,3476672.9,3476672.9
5381,31,2,55,1,2025-03-04,1,3156328.82,3156328.82
5382,15,5,34,3,2025-10-28,2,1662905.62,3325811.24
5383,24,6,50,7,2023-08-22,1,3121651.8,3121651.8
5384,17,1,19,4,2024-05-09,1,680289.31,680289.31
5385,8,6,14,10,2024-07-05,1,654449.38,654449.38
5386,6,4,53,4,2025-04-02,1,2485656.87,2485656.87
5387,23,4,43,10,2022-04-04,1,1009687.81,1009687.81
5388,12,1,19,3,2022-02-12,1,3862565.76,3862565.76
5389,26,2,13,7,2022-03-26,2,3608032.66,7216065.32
5390,8,12,44,6,2025-07-25,1,794792.05,794792.05
5391,7,6,1,2,2023-01-06,2,3425883.05,6851766.1
5392,4,12,42,1,2024-03-19,1,915444.19,915444.19
5393,26,12,41,8,2024-03-14,2,2930519.8,5861039.6
5394,18,15,37,3,2023-01-10,1,2119585.26,2119585.26
5395,18,7,16,1,2025-11-03,1,2119599.08,2119599.08
5396,31,1,41,9,2023-03-30,1,1691530.8,1691530.8
5397,9,13,32,3,2024-02-24,3,1605345.46,4816036.38
5398,37,14,2,8,2022-10-31,1,5225167.22,5225167.22
5399,27,2,20,5,2023-06-01,1,1216510.67,1216510.67
5400,43,1,28,6,2025-08-11,1,3142064.65,3142064.65
5401,11,12,17,2,2022-08-30,1,4367141.72,4367141.72
5402,2,1,31,7,2024-12-27,1,2766157.42,2766157.42
5403,29,8,18,6,2025-10-20,1,666367.16,666367.16
5404,15,3,15,8,2023-04-06,1,3549691.87,3549691.87
5405,17,6,18,8,2025-05-20,1,562455.22,562455.22
5406,42,5,40,6,2025-07-05,1,1940163.97,1940163.97
5407,11,2,26,4,2023-03-21,1,4043634.17,4043634.17
5408,31,11,14,1,2025-06-07,1,3119526.51,3119526.51
5409,34,11,10,5,2024-08-17,1,1516367.84,1516367.84
5410,15,11,28,8,2023-11-03,1,2006043.33,2006043.33
5411,7,15,13,9,2023-12-16,1,5236637.9,5236637.9
5412,6,3,16,9,2025-01-19,1,3144611.53,3144611.53
5413,31,13,54,8,2025-07-30,2,1113155.86,2226311.72
5414,1,4,7,3,2024-01-23,1,4089399.06,4089399.06
5415,20,2,21,7,2024-08-09,1,2159510.25,2159510.25
5416,39,4,34,1,2025-03-02,1,1396362.69,1396362.69
5417,22,6,27,10,2023-04-23,3,871380.67,2614142.01
5418,39,13,53,7,2022-08-23,1,1403790.49,1403790.49
5419,5,3,42,5,2024-05-08,1,8264950.66,8264950.66
5420,43,4,39,9,2024-05-25,1,4768010.92,4768010.92
5421,23,2,12,4,2024-06-28,1,2246231.01,2246231.01
5422,39,6,31,8,2023-03-29,1,3071159.69,3071159.69
5423,28,6,15,8,2025-09-30,1,3069138.52,3069138.52
5424,27,1,47,1,2025-06-13,1,3396169.57,3396169.57
5425,15,4,5,4,2022-07-19,1,3619707.42,3619707.42
5426,26,6,15,1,2023-09-21,1,4023847.24,4023847.24
5427,20,6,6,4,2025-08-08,1,2945072.27,2945072.27
5428,26,6,52,8,2023-08-20,1,3190012.52,3190012.52
5429,6,7,50,1,2023-01-15,1,1478088.04,1478088.04
5430,23,8,26,1,2023-01-31,1,3989248.94,3989248.94
5431,2,3,34,3,2023-02-14,1,4695289.9,4695289.9
5432,13,3,45,12,2024-12-05,1,700156.79,700156.79
5433,26,2,19,10,2023-06-18,2,3930910.73,7861821.46
5434,6,1,48,3,2022-02-12,1,2214678.32,2214678.32
5435,26,6,26,6,2023-09-11,1,1738982.2,1738982.2
5436,22,6,22,1,2025-12-24,1,787270.08,787270.08
5437,24,2,31,10,2023-04-03,1,2263716.12,2263716.12
5438,7,1,54,6,2024-08-10,1,5583570.9,5583570.9
5439,17,2,29,12,2023-06-01,1,541625.64,541625.64
5440,12,8,9,4,2025-06-05,1,4605572.23,4605572.23
5441,17,1,5,6,2022-05-28,2,681993.97,1363987.94
5442,19,1,21,3,2024-07-19,1,1233287.95,1233287.95
5443,2,6,29,3,2023-11-13,1,3450369.01,3450369.01
5444,41,5,8,3,2025-09-26,1,3112050.89,3112050.89
5445,12,4,13,4,2023-08-10,1,1511620.16,1511620.16
5446,23,1,9,3,2025-01-13,2,3473426.7,6946853.4
5447,23,2,16,4,2024-09-24,1,2454689.67,2454689.67
5448,18,1,7,7,2025-03-31,1,3482975.44,3482975.44
5449,27,6,15,6,2025-09-14,1,968181.76,968181.76
5450,28,5,16,11,2023-10-04,1,1150658.45,1150658.45
5451,13,6,31,1,2024-06-25,1,872181.64,872181.64
5452,42,3,22,3,2025-05-17,2,1760445.99,3520891.98
5453,1,2,17,1,2023-10-19,1,2985381.32,2985381.32
5454,26,1,25,4,2023-08-29,1,3733821.03,3733821.03
5455,2,4,53,5,2023-10-16,1,3730346.08,3730346.08
5456,41,2,21,5,2024-04-27,2,3289575.21,6579150.42
5457,3,5,8,9,2025-02-03,1,448521.13,448521.13
5458,21,1,30,6,2025-01-23,1,778381.49,778381.49
5459,42,6,42,9,2022-10-28,1,1982152.06,1982152.06
5460,23,9,14,9,2025-04-23,1,4541508.45,4541508.45
5461,19,1,23,9,2025-03-30,1,2425541.42,2425541.42
5462,4,12,9,7,2022-12-08,1,702869.24,702869.24
5463,28,2,14,4,2023-05-02,1,2040766.92,2040766.92
5464,14,2,41,9,2024-09-25,2,928455.45,1856910.9
5465,27,6,10,8,2023-04-16,1,1889313.4,1889313.4
5466,40,5,10,10,2025-08-23,1,3397332.91,3397332.91
5467,11,5,28,1,2025-05-13,1,2394008.99,2394008.99
5468,2,4,45,7,2025-04-17,2,2201119.09,4402238.18
5469,17,6,51,9,2025-06-02,1,495331.48,495331.48
5470,13,6,3,3,2025-05-05,1,642722.67,642722.67
5471,32,7,55,3,2025-01-13,1,2966412.74,2966412.74
5472,6,14,11,6,2023-11-22,2,1343267.86,2686535.72
5473,14,2,37,9,2024-05-11,1,1588171.4,1588171.4
5474,9,3,54,1,2024-10-07,1,2569631.61,2569631.61
5475,43,6,52,1,2025-03-13,1,4753288.54,4753288.54
5476,38,9,21,6,2024-12-25,1,2040864.12,2040864.12
5477,16,7,28,9,2022-01-28,1,624561.47,624561.47
5478,1,1,25,9,2023-07-14,1,2056003.73,2056003.73
5479,28,7,44,1,2022-10-05,1,1982959.37,1982959.37
5480,15,12,9,4,2023-07-06,1,3307837.84,3307837.84
5481,32,11,32,10,2023-08-12,2,1092923.6,2185847.2
5482,22,2,4,11,2022-12-04,1,1335779.42,1335779.42
5483,36,7,18,7,2023-09-22,1,2290271.47,2290271.47
5484,26,11,9,1,2025-11-15,1,3085100.63,3085100.63
5485,12,15,49,3,2024-10-23,1,4593231.42,4593231.42
5486,16,3,33,5,2023-10-26,1,738472.15,738472.15
5487,37,4,33,6,2022-12-10,1,3246475.62,3246475.62
5488,14,2,12,4,2023-06-19,1,1859059.42,1859059.42
5489,17,2,33,4,2025-04-13,1,492900.83,492900.83
5490,12,2,53,2,2025-10-25,1,3225521.31,3225521.31
5491,10,3,5,6,2025-04-24,1,2090897.3,2090897.3
5492,17,4,42,7,2023-10-30,1,441698.98,441698.98
5493,9,6,42,3,2022-06-06,2,2011020.46,4022040.92
5494,26,12,6,6,2022-08-10,1,2876322.11,2876322.11
5495,29,4,13,5,2023-06-25,1,562358.86,562358.86
5496,23,5,29,1,2023-06-13,2,4836413.36,9672826.72
5497,11,4,14,12,2023-09-19,1,2454706.67,2454706.67
5498,32,5,33,5,2024-03-11,2,2484785.47,4969570.94
5499,26,6,25,4,2023-10-10,2,1062563.92,2125127.84
5500,4,6,11,8,2025-11-22,1,1022205.82,1022205.82
5501,24,12,5,2,2024-05-09,1,1012247.11,1012247.11
5502,1,3,41,12,2024-12-24,1,1978654.23,1978654.23
5503,14,9,28,6,2024-02-06,1,1123092.29,1123092.29
5504,24,4,3,6,2023-05-11,1,4234217.03,4234217.03
5505,19,7,38,10,2022-08-12,1,1168594.79,1168594.79
5506,9,2,12,3,2024-01-28,1,1448300.83,1448300.83
5507,28,2,32,1,2022-07-28,1,1058422.26,1058422.26
5508,31,4,22,1,2023-08-03,1,5004527.1,5004527.1
5509,25,1,10,3,2024-08-09,1,2567849.33,2567849.33
5510,12,5,25,1,2025-07-16,1,4282074.61,4282074.61
5511,35,2,44,5,2023-01-07,1,2311672.4,2311672.4
5512,27,14,47,4,2023-07-23,1,4601822.38,4601822.38
5513,6,11,32,1,2022-11-22,1,2163033.09,2163033.09
5514,26,12,9,7,2025-10-01,2,3267503.81,6535007.62
5515,21,11,24,3,2022-04-16,1,822703.79,822703.79
5516,26,15,42,6,2023-10-17,1,3349338.99,3349338.99
5517,40,1,5,11,2023-04-08,2,6013526.11,12027052.22
5518,26,5,31,4,2025-07-23,1,763376.68,763376.68
5519,9,1,36,8,2025-09-23,1,1501456.16,1501456.16
5520,11,3,38,6,2024-12-12,2,2139410.77,4278821.54
5521,24,10,51,5,2025-02-21,1,4406542.11,4406542.11
5522,3,4,53,9,2023-02-19,1,787696.66,787696.66
5523,39,8,41,5,2025-03-29,1,893422.45,893422.45
5524,28,12,7,6,2024-04-24,1,880390.27,880390.27
5525,17,10,48,1,2024-03-25,1,676140.36,676140.36
5526,14,4,46,8,2024-10-01,2,1812975.64,3625951.28
5527,4,1,28,9,2024-08-19,1,962986.28,962986.28
5528,35,3,38,1,2025-10-07,1,1212866.41,1212866.41
5529,6,11,10,6,2022-08-11,1,1910911.38,1910911.38
5530,8,3,49,2,2022-01-05,1,575171.5,575171.5
5531,29,3,17,8,2023-12-05,1,470345.95,470345.95
5532,32,2,39,3,2025-09-12,1,1113846.87,1113846.87
5533,27,1,32,6,2023-04-23,1,1871518.09,1871518.09
5534,15,15,32,12,2023-01-12,1,4091529.12,4091529.12
5535,25,2,52,5,2022-04-25,1,3903363.4,3903363.4
5536,38,12,30,6,2024-01-14,2,3067038.02,6134076.04
5537,11,5,30,1,2022-04-21,1,1108510.9,1108510.9
5538,17,1,13,10,2023-11-16,1,716690.19,716690.19
5539,35,9,13,5,2025-04-18,1,1454470.35,1454470.35
5540,8,5,29,9,2023-02-05,1,655296.4,655296.4
5541,23,2,5,3,2022-12-07,1,3896865.68,3896865.68
5542,9,12,47,8,2023-02-08,2,2702945.77,5405891.54
5543,20,2,2,5,2024-09-20,1,4761973.68,4761973.68
5544,28,2,55,1,2023-11-11,2,3842960.93,7685921.86
5545,39,2,29,7,2024-12-05,3,1635086.47,4905259.41
5546,27,12,23,1,2024-04-29,1,1699371.2,1699371.2
5547,39,2,30,3,2023-12-23,1,3705140.86,3705140.86
5548,36,12,14,8,2024-07-04,1,2047869.4,2047869.4
5549,21,6,52,11,2022-02-14,1,1911361.11,1911361.11
5550,15,9,31,4,2025-12-03,1,4106264.74,4106264.74
5551,15,2,13,1,2024-09-14,1,4721716.91,4721716.91
5552,1,5,20,6,2023-09-03,2,2359071.78,4718143.56
5553,17,6,48,7,2023-07-05,1,560757.63,560757.63
5554,23,3,36,7,2024-02-20,2,3891582.05,7783164.1
5555,24,11,43,1,2022-09-24,1,3531035.17,3531035.17
5556,16,2,51,1,2025-09-29,1,683230.61,683230.61
5557,4,9,20,12,2022-10-20,1,1525477.84,1525477.84
5558,17,1,37,9,2022-04-12,1,548169.37,548169.37
5559,30,1,53,3,2023-08-15,1,2975748.71,2975748.71
5560,35,8,21,3,2023-04-06,1,2070738.11,2070738.11
5561,8,15,4,7,2023-03-02,1,694591.36,694591.36
5562,20,8,8,1,2022-05-14,2,2337019.87,4674039.74
5563,15,2,40,10,2024-01-18,1,4445568.37,4445568.37
5564,12,15,24,3,2024-04-02,1,4531922.84,4531922.84
5565,13,4,42,7,2024-02-20,1,649184.59,649184.59
5566,13,13,30,12,2022-03-03,1,532980.34,532980.34
5567,19,1,9,3,2023-08-17,1,945656.79,945656.79
5568,22,6,7,2,2024-11-08,1,769496.51,769496.51
5569,29,2,4,7,2022-05-07,1,665472.34,665472.34
5570,18,8,37,3,2022-03-05,1,3046444.55,3046444.55
5571,13,14,17,1,2022-05-31,1,714025.28,714025.28
5572,4,7,2,8,2024-01-29,1,744110.99,744110.99
5573,32,5,21,1,2024-04-30,1,1774520.26,1774520.26
5574,1,3,8,3,2023-04-12,2,2393415.47,4786830.94
5575,15,5,47,2,2024-07-26,1,1209187.28,1209187.28
5576,20,10,8,1,2022-06-12,1,3752558.93,3752558.93
5577,18,1,24,7,2023-06-24,1,3600516.29,3600516.29
5578,7,4,41,3,2025-11-29,1,2981010.71,2981010.71
5579,10,11,13,6,2022-06-02,1,2824285.07,2824285.07
5580,10,8,20,4,2022-02-10,1,2002338.8,2002338.8
5581,18,4,21,8,2023-04-17,1,3354593.62,3354593.62
5582,33,1,48,7,2025-03-23,1,2273168.31,2273168.31
5583,11,15,46,9,2022-05-01,2,1128935.13,2257870.26
5584,2,1,40,6,2023-12-17,1,3322994.73,3322994.73
5585,19,3,17,7,2024-10-05,1,2346656.92,2346656.92
5586,17,2,28,7,2024-03-17,1,491333.36,491333.36
5587,35,12,5,11,2022-12-17,1,4249393.06,4249393.06
5588,29,11,48,5,2024-08-22,1,682662.89,682662.89
5589,20,4,1,6,2024-11-11,1,3050575.41,3050575.41
5590,8,10,6,8,2023-03-25,1,945002.65,945002.65
5591,10,4,36,3,2023-05-25,3,3999864.77,11999594.31
5592,32,3,6,6,2022-11-06,1,2463932.81,2463932.81
5593,42,3,26,1,2025-10-28,1,1808217.74,1808217.74
5594,36,1,2,6,2022-01-04,1,2842454.85,2842454.85
5595,28,2,31,5,2024-09-17,1,3272423.39,3272423.39
5596,11,4,14,3,2025-04-09,1,2440577.02,2440577.02
5597,25,3,32,5,2023-11-29,1,4170163.03,4170163.03
5598,22,11,39,1,2023-03-23,1,790044.82,790044.82
5599,3,1,49,6,2022-03-15,1,689789.0,689789.0
5600,15,4,52,1,2025-03-21,1,5002706.71,5002706.71
5601,30,2,26,1,2022-01-27,1,3758567.02,3758567.02
5602,28,5,29,5,2025-04-05,1,3161297.0,3161297.0
5603,7,12,35,3,2024-10-07,1,4143170.85,4143170.85
5604,26,1,37,9,2022-09-01,1,1569194.56,1569194.56
5605,18,7,3,3,2023-02-12,1,1828358.56,1828358.56
5606,7,13,12,7,2022-04-18,1,5064127.31,5064127.31
5607,29,1,38,1,2024-05-19,1,513835.19,513835.19
5608,20,3,24,9,2023-10-28,1,3211084.32,3211084.32
5609,38,15,13,7,2022-10-07,1,1890715.23,1890715.23
5610,21,1,2,3,2025-01-10,1,976644.15,976644.15
5611,6,6,1,6,2023-05-06,1,1173358.22,1173358.22
5612,12,1,2,6,2023-12-13,1,1197968.39,1197968.39
5613,22,12,37,1,2024-03-22,1,1719843.3,1719843.3
5614,12,2,19,8,2025-12-17,1,1844777.81,1844777.81
5615,17,1,30,7,2024-06-28,2,425481.78,850963.56
5616,7,10,3,3,2024-02-21,1,1570375.18,1570375.18
5617,1,3,23,8,2025-04-12,1,3942480.46,3942480.46
5618,8,3,52,5,2023-05-28,1,550978.39,550978.39
5619,37,11,29,12,2025-05-27,2,4737436.15,9474872.3
5620,22,5,51,7,2023-09-14,1,968484.18,968484.18
5621,12,6,15,5,2025-08-12,1,3628248.44,3628248.44
5622,27,5,15,8,2024-08-16,1,3255674.66,3255674.66
5623,25,1,42,3,2025-12-26,1,2316396.97,2316396.97
5624,1,6,51,4,2023-02-20,1,1856390.18,1856390.18
5625,13,3,11,2,2024-05-23,1,765115.53,765115.53
5626,20,13,6,1,2024-05-24,1,3960057.7,3960057.7
5627,37,5,20,2,2024-01-27,1,4066590.73,4066590.73
5628,35,5,22,3,2025-07-31,1,2207061.17,2207061.17
5629,39,3,45,3,2025-03-22,1,3435771.01,3435771.01
5630,23,2,25,7,2022-02-16,2,1668108.91,3336217.82
5631,22,5,9,7,2024-04-08,1,1949052.63,1949052.63
5632,33,5,5,4,2023-02-17,1,4389546.23,4389546.23
5633,2,11,3,8,2025-12-15,2,953814.99,1907629.98
5634,20,3,49,7,2023-04-08,1,2668356.66,2668356.66
5635,39,11,39,6,2025-05-19,3,1851703.84,5555111.52
5636,43,9,13,8,2025-02-21,1,4369340.84,4369340.84
5637,22,12,23,1,2023-09-24,1,1121153.11,1121153.11
5638,11,2,44,1,2025-12-27,1,4119561.83,4119561.83
5639,18,3,50,4,2023-10-15,1,2144584.26,2144584.26
5640,39,3,15,5,2024-07-15,2,3472719.96,6945439.92
5641,11,2,18,1,2023-12-31,1,4715032.51,4715032.51
5642,6,6,46,1,2023-07-18,1,2239691.69,2239691.69
5643,21,2,42,3,2023-09-10,1,1700905.38,1700905.38
5644,23,7,48,6,2023-02-20,1,1186037.87,1186037.87
5645,4,13,32,7,2022-06-26,1,1125505.75,1125505.75
5646,25,1,38,3,2024-04-24,2,1837607.57,3675215.14
5647,28,7,42,10,2022-09-16,2,3915569.53,7831139.06
5648,18,5,25,4,2022-01-01,1,1550522.7,1550522.7
5649,8,9,8,9,2024-07-14,3,644607.87,1933823.61
5650,12,5,27,9,2025-08-13,1,4187544.78,4187544.78
5651,31,2,31,4,2023-01-02,1,4881669.67,4881669.67
5652,19,11,50,4,2025-07-22,1,2112408.65,2112408.65
5653,42,2,40,4,2023-05-01,3,1837901.47,5513704.41
5654,17,2,38,3,2022-03-10,2,504737.17,1009474.34
5655,15,3,46,7,2025-06-03,1,4622328.31,4622328.31
5656,27,1,47,7,2024-02-28,2,3826525.07,7653050.14
5657,31,4,16,6,2023-11-10,1,4508147.69,4508147.69
5658,8,11,45,6,2023-07-10,1,904205.35,904205.35
5659,27,1,40,7,2024-08-12,1,3365108.4,3365108.4
5660,38,2,52,3,2022-11-16,1,1857051.44,1857051.44
5661,43,9,28,6,2024-02-28,2,2165135.37,4330270.74
5662,28,14,3,6,2024-07-13,1,4303930.92,4303930.92
5663,17,13,11,4,2024-08-11,1,713943.92,713943.92
5664,7,2,35,1,2024-04-12,1,2775782.23,2775782.23
5665,7,9,31,9,2023-04-26,1,5380837.67,5380837.67
5666,30,2,14,10,2025-03-11,1,3560065.26,3560065.26
5667,28,12,28,3,2025-10-13,1,1298009.85,1298009.85
5668,26,6,26,3,2022-06-05,1,2637410.59,2637410.59
5669,20,15,9,3,2024-04-09,1,1649903.02,1649903.02
5670,27,4,30,1,2024-06-26,1,4303515.66,4303515.66
5671,6,3,22,6,2024-01-29,1,1828173.15,1828173.15
5672,28,2,2,8,2023-01-23,1,1589507.1,1589507.1
5673,13,2,9,12,2024-09-06,1,494446.76,494446.76
5674,34,1,34,12,2023-01-06,1,4019047.45,4019047.45
5675,41,3,51,7,2022-01-04,1,3434729.85,3434729.85
5676,19,6,39,3,2022-08-28,1,854476.85,854476.85
5677,11,12,36,3,2024-03-30,1,3922168.35,3922168.35
5678,38,1,24,3,2025-11-23,1,1536703.78,1536703.78
5679,30,1,22,11,2025-11-30,1,4485804.34,4485804.34
5680,15,5,23,9,2024-07-08,1,4498062.64,4498062.64
5681,19,4,35,7,2022-09-15,1,1207528.22,1207528.22
5682,16,12,14,4,2024-01-30,1,468489.26,468489.26
5683,17,3,33,6,2023-04-17,1,723184.41,723184.41
5684,18,11,43,4,2023-09-26,1,2163824.74,2163824.74
5685,38,6,13,8,2024-04-24,1,2946579.36,2946579.36
5686,36,6,46,8,2023-07-17,1,2463908.69,2463908.69
5687,8,6,49,1,2025-06-11,1,959325.94,959325.94
5688,34,2,41,4,2024-06-01,1,1874793.97,1874793.97
5689,25,1,14,6,2022-10-03,2,2458851.32,4917702.64
5690,6,2,33,3,2025-05-05,1,3464066.34,3464066.34
5691,37,12,50,7,2024-01-23,1,6382357.52,6382357.52
5692,26,4,49,1,2025-07-10,1,4003945.29,4003945.29
5693,42,1,55,1,2023-11-01,2,1516972.49,3033944.98
5694,28,1,13,2,2023-07-16,1,4227247.94,4227247.94
5695,11,3,12,1,2022-08-09,1,1773367.84,1773367.84
5696,7,3,42,7,2022-09-24,1,5882557.08,5882557.08
5697,25,9,25,9,2025-06-26,1,3426400.07,3426400.07
5698,33,2,32,7,2023-10-12,2,959991.94,1919983.88
5699,24,3,35,7,2024-03-25,1,939236.81,939236.81
5700,2,12,53,6,2022-08-08,1,3220349.88,3220349.88
5701,31,6,27,1,2024-02-28,3,2301787.6,6905362.8
5702,13,11,18,10,2025-10-04,1,717134.86,717134.86
5703,16,15,23,3,2023-12-06,1,517634.06,517634.06
5704,30,15,55,6,2025-11-10,1,4335899.64,4335899.64
5705,23,6,27,3,2023-12-31,1,4397103.54,4397103.54
5706,6,2,54,4,2025-07-31,1,2165648.77,2165648.77
5707,38,10,41,6,2024-01-27,1,3959846.54,3959846.54
5708,10,5,5,7,2024-03-30,1,2243733.17,2243733.17
5709,20,7,5,12,2023-11-12,1,3760560.07,3760560.07
5710,35,1,13,7,2022-10-23,2,2276701.93,4553403.86
5711,2,5,21,8,2025-01-10,1,4133244.54,4133244.54
5712,34,2,35,1,2024-09-06,1,2100517.13,2100517.13
5713,2,1,36,8,2024-04-18,1,2737746.17,2737746.17
5714,24,2,17,6,2025-02-02,1,3624065.01,3624065.01
5715,6,8,42,2,2023-07-15,3,1633844.8,4901534.4
5716,1,1,46,5,2024-10-09,1,1011987.42,1011987.42
5717,1,3,7,8,2022-10-04,1,4382862.84,4382862.84
5718,27,12,44,4,2023-05-25,1,2811528.0,2811528.0
5719,16,1,10,7,2025-11-18,1,513528.61,513528.61
5720,42,12,13,7,2022-09-06,1,1555535.4,1555535.4
5721,15,11,7,9,2023-09-23,1,3377741.97,3377741.97
5722,21,7,48,4,2022-10-05,1,1053359.46,1053359.46
5723,17,11,46,6,2025-12-10,1,426014.84,426014.84
5724,4,2,2,2,2024-07-20,1,784717.92,784717.92
5725,25,6,30,10,2023-01-18,3,2101128.75,6303386.25
5726,11,15,20,1,2023-05-09,1,3664315.5,3664315.5
5727,14,11,32,3,2025-05-19,1,1189009.18,1189009.18
5728,27,6,37,8,2022-01-28,1,2062278.7,2062278.7
5729,15,9,18,3,2025-08-05,1,3482298.53,3482298.53
5730,5,3,12,1,2025-12-04,1,8748229.58,8748229.58
5731,9,14,24,6,2023-12-18,2,1532550.94,3065101.88
5732,38,9,22,4,2025-02-04,1,3210353.87,3210353.87
5733,14,3,17,3,2022-07-16,3,1147668.3,3443004.9
5734,7,5,43,3,2023-12-03,1,2553260.76,2553260.76
5735,27,3,42,3,2023-06-23,1,2627165.48,2627165.48
5736,8,4,16,1,2024-01-14,1,651271.6,651271.6
