expense_month_id,accounting_month,product_id,region_id,acquisition_expense,operating_expense
606,2026-04-01,2,2,95390.48,218451.16
607,2026-04-01,2,3,154438.28,356163.35
608,2026-04-01,2,4,155417.07,244060.2
609,2026-04-01,3,1,137577.31,134998.13
610,2026-04-01,3,2,236959.12,123310.65
611,2026-04-01,3,3,175148.99,293733.89
612,2026-04-01,3,4,111584.6,218020.13
613,2026-04-01,4,1,162874.16,189868.33
614,2026-04-01,4,2,223169.37,181727.66
615,2026-04-01,4,3,168285.8,291425.35
616,2026-04-01,4,4,195518.67,413002.14
617,2026-04-01,5,1,103325.23,216229.19
618,2026-04-01,5,2,188642.86,297773.87
619,2026-04-01,5,3,132522.4,226487.13
620,2026-04-01,5,4,126649.64,282078.2
621,2026-04-01,6,1,117619.97,206478.79
622,2026-04-01,6,2,189353.04,310568.7
623,2026-04-01,6,3,110077.15,409565.85
624,2026-04-01,6,4,90945.7,418200.9
625,2026-04-01,7,1,213110.46,295409.52
626,2026-04-01,7,2,98766.64,148853.37
627,2026-04-01,7,3,231822.53,372295.07
628,2026-04-01,7,4,103349.96,342363.64
629,2026-04-01,8,1,181912.65,154661.56
630,2026-04-01,8,2,87324.75,256035.33
631,2026-04-01,8,3,85100.38,238690.12
632,2026-04-01,8,4,261360.23,237611.66
633,2026-04-01,9,1,170631.37,134779.23
634,2026-04-01,9,2,80920.56,125477.1
635,2026-04-01,9,3,222787.03,290060.54
636,2026-04-01,9,4,107575.3,389158.49
637,2026-04-01,10,1,169627.21,207453.1
638,2026-04-01,10,2,108587.79,354189.36
639,2026-04-01,10,3,94079.66,232776.45
640,2026-04-01,10,4,113352.88,265730.07
641,2026-05-01,1,1,141433.66,318669.69
642,2026-05-01,1,2,97599.48,385861.86
643,2026-05-01,1,3,153204.59,237431.74
644,2026-05-01,1,4,202837.94,316697.06
645,2026-05-01,2,1,246215.36,150810.7
646,2026-05-01,2,2,166189.17,204351.7
647,2026-05-01,2,3,139945.6,239294.62
648,2026-05-01,2,4,213470.69,364185.54
649,2026-05-01,3,1,254600.39,175191.47
650,2026-05-01,3,2,89731.83,235056.73
651,2026-05-01,3,3,112516.35,127008.59
652,2026-05-01,3,4,107541.62,323094.73
653,2026-05-01,4,1,176960.03,246545.88
654,2026-05-01,4,2,97253.04,362374.33
655,2026-05-01,4,3,265364.04,241576.91
656,2026-05-01,4,4,122149.55,361898.84
657,2026-05-01,5,1,251594.11,378405.78
658,2026-05-01,5,2,109970.41,154354.58
659,2026-05-01,5,3,207697.68,268212.8
660,2026-05-01,5,4,254704.15,195681.75
661,2026-05-01,6,1,193244.66,250014.23
662,2026-05-01,6,2,271664.54,256894.0
663,2026-05-01,6,3,165617.46,202894.13
664,2026-05-01,6,4,104155.95,207097.16
665,2026-05-01,7,1,241608.79,258341.34
666,2026-05-01,7,2,269483.84,344734.61
667,2026-05-01,7,3,216771.62,410278.44
668,2026-05-01,7,4,93272.94,160023.83
669,2026-05-01,8,1,231093.46,363417.66
670,2026-05-01,8,2,253828.32,414023.77
671,2026-05-01,8,3,185244.37,280514.42
672,2026-05-01,8,4,158293.61,293580.68
673,2026-05-01,9,1,216368.26,412455.64
674,2026-05-01,9,2,142354.61,287398.84
675,2026-05-01,9,3,132517.02,245561.27
676,2026-05-01,9,4,168278.16,348345.04
677,2026-05-01,10,1,272080.71,262618.35
678,2026-05-01,10,2,97797.57,396546.7
679,2026-05-01,10,3,198726.97,375027.5
680,2026-05-01,10,4,248762.12,221992.2
681,2026-06-01,1,1,80690.6,374057.31
682,2026-06-01,1,2,242319.76,312155.22
683,2026-06-01,1,3,218259.13,273974.15
684,2026-06-01,1,4,115702.38,248747.23
685,2026-06-01,2,1,225983.98,277636.1
686,2026-06-01,2,2,120933.97,225025.97
687,2026-06-01,2,3,171361.42,371295.65
688,2026-06-01,2,4,269795.17,303430.28
689,2026-06-01,3,1,202711.3,200580.36
690,2026-06-01,3,2,218132.28,281069.92
691,2026-06-01,3,3,194265.14,266435.94
692,2026-06-01,3,4,219155.02,359927.52
693,2026-06-01,4,1,117947.54,133818.29
694,2026-06-01,4,2,160149.82,150509.7
695,2026-06-01,4,3,213180.76,262893.77
696,2026-06-01,4,4,178951.2,289407.61
697,2026-06-01,5,1,134991.66,210113.33
698,2026-06-01,5,2,101078.42,231203.98
699,2026-06-01,5,3,261795.93,279120.25
700,2026-06-01,5,4,126575.89,290007.14
701,2026-06-01,6,1,211556.85,351153.45
702,2026-06-01,6,2,119921.21,215222.07
703,2026-06-01,6,3,232363.53,294038.32
704,2026-06-01,6,4,120803.83,380044.78
705,2026-06-01,7,1,171068.77,297622.18
706,2026-06-01,7,2,187960.76,280984.04
707,2026-06-01,7,3,203730.66,331609.9
708,2026-06-01,7,4,185256.64,184792.84
709,2026-06-01,8,1,160319.41,392469.95
710,2026-06-01,8,2,165329.82,408950.36
711,2026-06-01,8,3,146707.8,134135.38
712,2026-06-01,8,4,170848.58,320599.24
713,2026-06-01,9,1,252602.38,355425.02
714,2026-06-01,9,2,249121.21,218247.89
715,2026-06-01,9,3,84465.69,233141.92
716,2026-06-01,9,4,153148.66,150023.11
717,2026-06-01,10,1,217987.23,306845.47
718,2026-06-01,10,2,261758.01,413813.18
719,2026-06-01,10,3,184493.81,376245.03
720,2026-06-01,10,4,192029.18,206932.88
