policy_month_id,policy_id,product_id,agent_id,region_id,accounting_month,written_premium,earned_premium,exposure_units,active_policy_flag,due_for_renewal_flag,renewed_flag
16593,2391,6,112,2,2025-02-01,43812.97,41089.61,0.903346,True,False,
16594,2391,6,112,2,2025-03-01,41659.39,40005.31,0.982983,True,False,
16595,2391,6,112,2,2025-04-01,42062.2,37167.8,0.932565,True,False,
16596,2391,6,112,2,2025-05-01,47726.95,43599.84,0.943913,True,False,
16597,2391,6,112,2,2025-06-01,42518.42,40837.22,0.936229,True,False,
16598,2391,6,112,2,2025-07-01,45945.1,42672.31,0.953623,True,False,
16599,2391,6,112,2,2025-08-01,44140.13,42694.07,0.950382,True,True,True
16600,2393,9,38,1,2025-05-01,74721.79,70279.59,0.99098,True,False,
16601,2393,9,38,1,2025-06-01,66586.72,59476.94,0.877703,True,False,
16602,2393,9,38,1,2025-07-01,74785.08,70327.18,0.999127,True,False,
16603,2393,9,38,1,2025-08-01,67795.17,63472.68,0.867848,True,False,
16604,2393,9,38,1,2025-09-01,76599.69,73892.17,0.969121,True,False,
16605,2393,9,38,1,2025-10-01,69857.41,64595.11,0.97963,True,False,
16606,2393,9,38,1,2025-11-01,75186.92,66866.18,0.971077,True,False,
16607,2393,9,38,1,2025-12-01,72854.03,64912.72,0.917526,True,False,
16608,2393,9,38,1,2026-01-01,69586.98,61730.04,0.908107,True,False,
16609,2393,9,38,1,2026-02-01,79451.93,70436.94,0.913429,True,False,
16610,2393,9,38,1,2026-03-01,77146.8,74654.95,0.936836,True,False,
16611,2393,9,38,1,2026-04-01,77239.14,71459.75,0.931965,True,True,True
16612,2394,4,113,2,2025-11-01,50107.78,46445.01,0.875872,True,False,
16613,2394,4,113,2,2025-12-01,46376.49,43824.01,0.895038,True,False,
16614,2394,4,113,2,2026-01-01,49623.73,48100.13,0.940001,True,False,
16615,2394,4,113,2,2026-02-01,51248.37,45638.83,0.907581,True,False,
16616,2394,4,113,2,2026-03-01,45108.7,42338.89,0.957784,True,False,
16617,2394,4,113,2,2026-04-01,47744.12,42196.44,0.994882,True,False,
16618,2394,4,113,2,2026-05-01,54011.89,48553.6,0.912691,True,False,
16619,2394,4,113,2,2026-06-01,47886.33,43603.51,0.882627,True,True,True
16620,2395,5,102,1,2025-12-01,30832.1,30192.17,0.866679,True,False,
16621,2395,5,102,1,2026-01-01,34134.21,31093.59,0.983101,True,False,
16622,2395,5,102,1,2026-02-01,29117.03,28017.08,0.887086,True,False,
16623,2395,5,102,1,2026-03-01,33476.32,31254.12,0.859228,True,False,
16624,2395,5,102,1,2026-04-01,30029.01,28628.63,0.924798,True,False,
16625,2395,5,102,1,2026-05-01,34161.38,31466.64,0.992227,True,False,
16626,2395,5,102,1,2026-06-01,31233.66,28483.4,0.926117,True,True,True
16627,2397,1,49,4,2025-03-01,35013.09,31818.96,0.995358,True,False,
16628,2397,1,49,4,2025-04-01,39435.23,35142.42,0.868451,True,False,
16629,2397,1,49,4,2025-05-01,40096.64,37531.32,0.880706,True,False,
16630,2397,1,49,4,2025-06-01,38351.25,37440.15,0.962068,True,False,
16631,2397,1,49,4,2025-07-01,38333.7,36651.54,0.992272,True,False,
16632,2397,1,49,4,2025-08-01,38353.29,36554.1,0.921567,True,False,
16633,2397,1,49,4,2025-09-01,39916.57,37735.75,0.916258,True,False,
16634,2397,1,49,4,2025-10-01,41275.88,37574.29,0.988236,True,False,
16635,2397,1,49,4,2025-11-01,36982.83,35527.27,0.930476,True,False,
16636,2397,1,49,4,2025-12-01,39702.95,35895.79,0.919721,True,False,
16637,2397,1,49,4,2026-01-01,39197.46,37802.43,0.959429,True,False,
16638,2397,1,49,4,2026-02-01,40053.73,38603.31,0.956599,True,True,False
16639,2400,4,102,3,2025-01-01,40459.92,37049.82,0.943543,True,False,
16640,2400,4,102,3,2025-02-01,45635.58,43349.18,0.935127,True,False,
16641,2400,4,102,3,2025-03-01,41819.97,39742.32,0.95229,True,False,
16642,2400,4,102,3,2025-04-01,48017.85,44390.21,0.868214,True,False,
16643,2400,4,102,3,2025-05-01,43176.08,41481.97,0.866697,True,False,
16644,2400,4,102,3,2025-06-01,46736.93,43141.86,0.896068,True,False,
16645,2400,4,102,3,2025-07-01,47259.79,42037.19,0.935472,True,False,
16646,2400,4,102,3,2025-08-01,44448.28,39492.25,0.963849,True,False,
16647,2400,4,102,3,2025-09-01,44980.12,40788.75,0.965799,True,False,
16648,2400,4,102,3,2025-10-01,43747.77,42594.52,0.886435,True,False,
16649,2400,4,102,3,2025-11-01,46405.34,42268.42,0.943712,True,False,
16650,2400,4,102,3,2025-12-01,50131.76,45618.88,0.889194,True,False,
16651,2400,4,102,3,2026-01-01,47815.33,43170.52,0.853807,True,False,
16652,2400,4,102,3,2026-02-01,50088.81,47768.32,0.959472,True,False,
16653,2400,4,102,3,2026-03-01,49376.51,47830.54,0.937515,True,False,
16654,2400,4,102,3,2026-04-01,51563.82,49511.03,0.979682,True,False,
16655,2400,4,102,3,2026-05-01,53866.56,51039.23,0.869543,True,False,
16656,2400,4,102,3,2026-06-01,50785.44,46978.24,0.94829,True,True,True
16657,2401,5,64,2,2025-01-01,23797.45,21103.4,0.872378,True,False,
16658,2401,5,64,2,2025-02-01,20809.47,20211.52,0.868971,True,False,
16659,2401,5,64,2,2025-03-01,22375.46,19977.7,0.913259,True,False,
16660,2401,5,64,2,2025-04-01,21129.49,19738.1,0.943054,True,False,
16661,2401,5,64,2,2025-05-01,23980.53,21114.12,0.991072,True,False,
16662,2401,5,64,2,2025-06-01,22666.99,19967.85,0.951721,True,False,
16663,2401,5,64,2,2025-07-01,24697.95,22878.6,0.969509,True,False,
16664,2401,5,64,2,2025-08-01,21957.83,19746.99,0.91884,True,True,True
16665,2402,4,27,1,2025-08-01,58442.31,54149.68,0.996523,False,False,
16666,2402,4,27,1,2025-09-01,55743.26,49351.86,0.965933,False,False,
16667,2402,4,27,1,2025-10-01,57844.3,52966.71,0.962207,False,False,
16668,2402,4,27,1,2025-11-01,53960.57,51811.54,0.862205,False,False,
16669,2402,4,27,1,2025-12-01,56540.72,52855.1,0.860034,False,False,
16670,2402,4,27,1,2026-01-01,59827.14,53025.02,0.86353,False,False,
16671,2402,4,27,1,2026-02-01,55200.64,49720.94,0.952848,False,False,
16672,2402,4,27,1,2026-03-01,57161.62,50756.64,0.997476,False,False,
16673,2402,4,27,1,2026-04-01,68050.06,61493.53,0.866673,False,False,
16674,2402,4,27,1,2026-05-01,67391.99,63566.61,0.85298,False,False,
16675,2402,4,27,1,2026-06-01,67261.68,64543.32,0.850505,False,False,
16676,2403,5,72,1,2025-03-01,22108.24,20261.15,0.861173,True,False,
16677,2403,5,72,1,2025-04-01,22847.85,20449.93,0.852174,True,False,
16678,2403,5,72,1,2025-05-01,21375.22,20197.55,0.973975,True,False,
16679,2403,5,72,1,2025-06-01,21917.48,19673.54,0.934876,True,False,
16680,2403,5,72,1,2025-07-01,23099.24,21130.06,0.918379,True,False,
16681,2403,5,72,1,2025-08-01,23874.31,22916.36,0.970477,True,False,
16682,2403,5,72,1,2025-09-01,24465.39,21946.64,0.874137,True,False,
16683,2403,5,72,1,2025-10-01,26054.72,24329.43,0.889911,True,False,
16684,2403,5,72,1,2025-11-01,26459.26,24545.88,0.897731,True,False,
16685,2403,5,72,1,2025-12-01,27127.6,25721.2,0.930965,True,False,
16686,2403,5,72,1,2026-01-01,28253.38,26722.24,0.9967,True,False,
16687,2403,5,72,1,2026-02-01,25163.87,23519.13,0.906045,True,False,
16688,2403,5,72,1,2026-03-01,23520.68,22971.5,0.936624,True,False,
16689,2403,5,72,1,2026-04-01,24782.48,21978.11,0.870964,True,False,
16690,2403,5,72,1,2026-05-01,27680.85,25385.77,0.973622,True,False,
16691,2403,5,72,1,2026-06-01,24756.08,22014.45,0.973647,True,True,True
16692,2405,4,10,2,2026-02-01,51228.53,49117.12,0.927916,True,False,
16693,2405,4,10,2,2026-03-01,49598.68,47720.74,0.993983,True,False,
16694,2405,4,10,2,2026-04-01,49448.97,47609.7,0.893742,True,False,
16695,2405,4,10,2,2026-05-01,51796.19,48793.8,0.850311,True,False,
16696,2405,4,10,2,2026-06-01,52860.46,49174.62,0.903583,True,True,True
16697,2406,5,117,2,2025-05-01,20164.91,19038.32,0.915591,True,False,
16698,2406,5,117,2,2025-06-01,18764.54,17820.25,0.994344,True,False,
16699,2406,5,117,2,2025-07-01,20887.62,18974.96,0.906562,True,False,
16700,2406,5,117,2,2025-08-01,20313.52,19739.0,0.977465,True,False,
16701,2406,5,117,2,2025-09-01,19580.52,17779.45,0.978833,True,False,
16702,2406,5,117,2,2025-10-01,22488.68,21603.36,0.857669,True,False,
16703,2406,5,117,2,2025-11-01,22647.73,21951.64,0.931505,True,False,
16704,2406,5,117,2,2025-12-01,23113.73,20598.19,0.972906,True,False,
16705,2406,5,117,2,2026-01-01,20796.57,19384.5,0.879919,True,False,
16706,2406,5,117,2,2026-02-01,23019.46,21712.99,0.999521,True,False,
16707,2406,5,117,2,2026-03-01,22365.78,20770.23,0.986568,True,False,
16708,2406,5,117,2,2026-04-01,20861.08,20393.38,0.872449,True,True,True
16709,2407,3,36,1,2025-01-01,16055.25,15121.44,0.971388,False,False,
16710,2407,3,36,1,2025-02-01,15515.15,14405.59,0.970087,False,False,
16711,2407,3,36,1,2025-03-01,15134.07,14371.38,0.85877,False,False,
16712,2408,8,11,2,2025-07-01,63982.42,62357.23,0.915786,True,False,
16713,2408,8,11,2,2025-08-01,68502.42,61204.75,0.854196,True,False,
16714,2408,8,11,2,2025-09-01,66449.63,59707.9,0.91311,True,False,
16715,2408,8,11,2,2025-10-01,66893.81,62824.81,0.961589,True,False,
16716,2408,8,11,2,2025-11-01,67539.33,63582.61,0.862915,True,False,
16717,2408,8,11,2,2025-12-01,66520.33,64000.7,0.970479,True,False,
16718,2408,8,11,2,2026-01-01,67445.64,65790.77,0.988459,True,False,
16719,2408,8,11,2,2026-02-01,74164.39,67383.25,0.894455,True,False,
16720,2408,8,11,2,2026-03-01,71858.42,65011.42,0.940981,True,False,
16721,2408,8,11,2,2026-04-01,71141.85,65345.03,0.958744,True,False,
16722,2408,8,11,2,2026-05-01,73126.26,65794.67,0.891885,True,False,
16723,2408,8,11,2,2026-06-01,74957.47,66115.23,0.99633,True,True,True
16724,2409,6,87,3,2025-06-01,38163.68,36797.35,0.954206,True,False,
16725,2409,6,87,3,2025-07-01,38430.49,34530.1,0.960674,True,False,
16726,2409,6,87,3,2025-08-01,36272.65,34697.72,0.981649,True,False,
16727,2409,6,87,3,2025-09-01,36047.65,33043.56,0.942503,True,False,
16728,2409,6,87,3,2025-10-01,38365.5,36358.8,0.892721,True,False,
16729,2409,6,87,3,2025-11-01,39870.99,39015.43,0.935612,True,False,
16730,2409,6,87,3,2025-12-01,40641.28,38003.19,0.940615,True,False,
16731,2409,6,87,3,2026-01-01,41020.05,37314.28,0.894217,True,False,
16732,2409,6,87,3,2026-02-01,41200.9,37279.39,0.885151,True,False,
16733,2409,6,87,3,2026-03-01,36667.69,35125.43,0.938139,True,False,
16734,2409,6,87,3,2026-04-01,37108.57,35013.43,0.923298,True,False,
16735,2409,6,87,3,2026-05-01,39604.64,36454.4,0.990312,True,True,True
16736,2411,7,47,3,2025-01-01,51094.42,45138.35,0.99137,True,True,True
16737,2412,1,38,3,2025-08-01,35125.54,34076.41,0.993809,True,False,
16738,2412,1,38,3,2025-09-01,39780.89,37556.26,0.889291,True,False,
16739,2412,1,38,3,2025-10-01,37153.17,34179.94,0.934392,True,False,
16740,2412,1,38,3,2025-11-01,38600.26,37180.95,0.923258,True,False,
16741,2412,1,38,3,2025-12-01,40429.64,36973.47,0.90546,True,False,
16742,2412,1,38,3,2026-01-01,41507.64,38980.64,0.920495,True,False,
16743,2412,1,38,3,2026-02-01,37158.05,36120.67,0.9366,True,False,
16744,2412,1,38,3,2026-03-01,40809.7,37412.87,0.958041,True,False,
16745,2412,1,38,3,2026-04-01,41750.31,37762.43,0.945747,True,False,
16746,2412,1,38,3,2026-05-01,43379.24,38831.27,0.933378,True,False,
16747,2412,1,38,3,2026-06-01,45781.58,42133.53,0.92888,True,True,True
16748,2413,6,48,3,2025-01-01,37665.25,33926.62,0.943557,True,False,
16749,2413,6,48,3,2025-02-01,36656.81,33968.28,0.893673,True,False,
16750,2413,6,48,3,2025-03-01,37019.66,33192.32,0.899097,True,False,
16751,2413,6,48,3,2025-04-01,32800.63,30292.23,0.861103,True,False,
16752,2413,6,48,3,2025-05-01,34821.38,32872.96,0.949224,True,False,
16753,2413,6,48,3,2025-06-01,38273.87,37035.02,0.96651,True,False,
16754,2413,6,48,3,2025-07-01,35485.39,31341.76,0.91428,True,True,True
16755,2414,9,11,2,2025-01-01,91963.49,81040.77,0.919189,True,True,False
16756,2416,1,52,1,2025-01-01,24209.49,22053.57,0.903537,True,False,
16757,2416,1,52,1,2025-02-01,26064.83,25531.8,0.993801,True,True,False
16758,2418,10,86,4,2025-10-01,56038.06,51402.77,0.880525,True,False,
16759,2418,10,86,4,2025-11-01,59086.94,55104.63,0.957249,True,False,
16760,2418,10,86,4,2025-12-01,55518.85,49066.73,0.960044,True,False,
16761,2418,10,86,4,2026-01-01,58691.16,56720.97,0.9829,True,False,
16762,2418,10,86,4,2026-02-01,54051.19,52535.91,0.985167,True,False,
16763,2418,10,86,4,2026-03-01,58486.15,51789.46,0.993858,True,False,
16764,2418,10,86,4,2026-04-01,59979.0,53492.96,0.967204,True,False,
16765,2418,10,86,4,2026-05-01,58591.03,56740.16,0.873096,True,False,
16766,2418,10,86,4,2026-06-01,59125.73,57230.14,0.946088,True,True,True
16767,2419,2,39,1,2025-01-01,16503.2,15726.72,0.908953,True,False,
16768,2419,2,39,1,2025-02-01,17788.17,16366.72,0.922415,True,False,
16769,2419,2,39,1,2025-03-01,16399.41,15854.74,0.966148,True,False,
16770,2419,2,39,1,2025-04-01,19776.46,18487.05,0.960595,True,False,
16771,2419,2,39,1,2025-05-01,17381.42,15896.25,0.879816,True,False,
16772,2419,2,39,1,2025-06-01,17962.82,16114.34,0.908719,True,False,
16773,2419,2,39,1,2025-07-01,17578.01,16324.1,0.981636,True,False,
16774,2419,2,39,1,2025-08-01,17266.69,15592.32,0.953735,True,False,
16775,2419,2,39,1,2025-09-01,17517.46,15974.21,0.896738,True,False,
16776,2419,2,39,1,2025-10-01,20110.66,18462.31,0.989508,True,False,
16777,2419,2,39,1,2025-11-01,18189.16,16252.35,0.938128,True,False,
16778,2419,2,39,1,2025-12-01,19968.1,18781.78,0.894657,True,True,False
16779,2421,1,6,3,2025-05-01,32264.08,29910.64,0.98773,True,False,
16780,2421,1,6,3,2025-06-01,32954.69,31124.47,0.886934,True,False,
16781,2421,1,6,3,2025-07-01,31312.51,30309.32,0.89859,True,False,
16782,2421,1,6,3,2025-08-01,28469.27,26315.07,0.936076,True,False,
16783,2421,1,6,3,2025-09-01,30460.4,29829.89,0.972414,True,False,
16784,2421,1,6,3,2025-10-01,33104.91,29736.78,0.885558,True,False,
16785,2421,1,6,3,2025-11-01,28682.16,27429.13,0.955597,True,False,
16786,2421,1,6,3,2025-12-01,30772.57,28362.72,0.910761,True,False,
16787,2421,1,6,3,2026-01-01,29803.62,27609.85,0.970439,True,False,
16788,2421,1,6,3,2026-02-01,31558.58,28683.52,0.931618,True,False,
16789,2421,1,6,3,2026-03-01,30879.49,27655.34,0.930091,True,False,
16790,2421,1,6,3,2026-04-01,34416.34,30598.79,0.906635,True,True,False
16791,2422,5,98,4,2025-01-01,24745.72,22514.42,0.954152,True,False,
16792,2422,5,98,4,2025-02-01,23589.26,22109.11,0.963593,True,False,
16793,2422,5,98,4,2025-03-01,21359.2,20370.19,0.962337,True,False,
16794,2422,5,98,4,2025-04-01,23382.29,21340.9,0.931914,True,False,
16795,2422,5,98,4,2025-05-01,21933.07,20473.93,0.97462,True,True,True
16796,2423,2,100,2,2025-11-01,21387.45,19729.98,0.933538,True,False,
16797,2423,2,100,2,2025-12-01,22775.08,21301.46,0.975546,True,False,
16798,2423,2,100,2,2026-01-01,21007.71,19761.16,0.918944,True,False,
16799,2423,2,100,2,2026-02-01,21524.55,19060.32,0.97591,True,False,
16800,2423,2,100,2,2026-03-01,24578.47,23055.44,0.99929,True,False,
16801,2423,2,100,2,2026-04-01,23182.8,20572.1,0.97591,True,False,
16802,2423,2,100,2,2026-05-01,23438.67,21922.31,0.897747,True,False,
16803,2423,2,100,2,2026-06-01,23919.03,23184.54,0.924057,True,True,True
16804,2424,1,100,4,2025-02-01,29129.55,28471.85,0.885026,True,False,
16805,2424,1,100,4,2025-03-01,29718.97,27430.95,0.892182,True,False,
16806,2424,1,100,4,2025-04-01,32310.51,28562.62,0.990165,True,False,
16807,2424,1,100,4,2025-05-01,28541.87,27138.33,0.85025,True,False,
16808,2424,1,100,4,2025-06-01,32741.48,31219.82,0.856337,True,False,
16809,2424,1,100,4,2025-07-01,30928.7,29343.09,0.918777,True,False,
16810,2424,1,100,4,2025-08-01,32178.33,31258.81,0.923678,True,False,
16811,2424,1,100,4,2025-09-01,28080.88,26719.24,0.939984,True,False,
16812,2424,1,100,4,2025-10-01,30984.57,28733.26,0.911828,True,False,
16813,2424,1,100,4,2025-11-01,30742.19,27325.55,0.863778,True,False,
16814,2424,1,100,4,2025-12-01,29231.46,26423.47,0.857549,True,False,
16815,2424,1,100,4,2026-01-01,34145.78,32496.63,0.925636,True,True,True
16816,2425,4,35,1,2025-01-01,45050.51,41044.32,0.996459,True,False,
16817,2425,4,35,1,2025-02-01,43459.19,39564.97,0.8631,True,False,
16818,2425,4,35,1,2025-03-01,44670.87,39940.34,0.901683,True,False,
16819,2425,4,35,1,2025-04-01,48958.75,43367.42,0.870311,True,False,
16820,2425,4,35,1,2025-05-01,45364.77,40247.0,0.943832,True,False,
16821,2425,4,35,1,2025-06-01,48840.58,45282.35,0.934018,True,False,
16822,2425,4,35,1,2025-07-01,45088.39,41465.41,0.989655,True,False,
16823,2425,4,35,1,2025-08-01,42258.78,40604.1,0.964426,True,False,
16824,2425,4,35,1,2025-09-01,45626.21,43810.47,0.854643,True,False,
16825,2425,4,35,1,2025-10-01,44844.32,43577.6,0.973433,True,False,
16826,2425,4,35,1,2025-11-01,49985.16,47371.61,0.869969,True,True,False
16827,2426,5,105,2,2025-11-01,25755.95,25224.95,0.945541,True,False,
16828,2426,5,105,2,2025-12-01,27333.09,24752.43,0.905195,True,False,
16829,2426,5,105,2,2026-01-01,24252.74,23223.71,0.905156,True,False,
16830,2426,5,105,2,2026-02-01,23333.04,20705.0,0.895604,True,False,
16831,2426,5,105,2,2026-03-01,27254.77,24019.68,0.919454,True,False,
16832,2426,5,105,2,2026-04-01,26511.38,24148.19,0.909005,True,False,
16833,2426,5,105,2,2026-05-01,25082.44,22194.48,0.856659,True,False,
16834,2426,5,105,2,2026-06-01,27130.98,26089.74,0.894578,True,True,False
16835,2428,4,3,4,2025-04-01,42353.24,40083.22,0.899265,True,False,
16836,2428,4,3,4,2025-05-01,45597.28,41827.96,0.855935,True,False,
16837,2428,4,3,4,2025-06-01,48909.33,46932.53,0.859045,True,False,
16838,2428,4,3,4,2025-07-01,46208.43,42266.13,0.877624,True,False,
16839,2428,4,3,4,2025-08-01,43456.44,38642.82,0.872254,True,False,
16840,2428,4,3,4,2025-09-01,45559.29,43837.37,0.931524,True,False,
16841,2428,4,3,4,2025-10-01,46519.47,44699.88,0.979817,True,False,
16842,2428,4,3,4,2025-11-01,47561.29,44041.81,0.884899,True,False,
16843,2428,4,3,4,2025-12-01,44224.62,41682.76,0.980985,True,False,
16844,2428,4,3,4,2026-01-01,50333.64,46425.05,0.874516,True,False,
16845,2428,4,3,4,2026-02-01,51005.28,47850.25,0.905163,True,False,
16846,2428,4,3,4,2026-03-01,45369.93,42737.86,0.889686,True,True,True
16847,2429,1,26,2,2025-04-01,39407.31,35612.08,0.897541,True,False,
16848,2429,1,26,2,2025-05-01,38055.09,35524.26,0.95634,True,False,
16849,2429,1,26,2,2025-06-01,35931.52,34290.34,0.987766,True,False,
16850,2429,1,26,2,2025-07-01,38319.57,34889.27,0.959897,True,False,
16851,2429,1,26,2,2025-08-01,36704.16,32576.78,0.885218,True,False,
16852,2429,1,26,2,2025-09-01,39611.14,36318.88,0.992253,True,False,
16853,2429,1,26,2,2025-10-01,40363.51,36224.83,0.973042,True,False,
16854,2429,1,26,2,2025-11-01,41793.23,40175.78,0.961819,True,False,
16855,2429,1,26,2,2025-12-01,37180.12,33241.49,0.921418,True,False,
16856,2429,1,26,2,2026-01-01,38077.53,34629.63,0.863013,True,False,
16857,2429,1,26,2,2026-02-01,39198.93,35594.58,0.985543,True,False,
16858,2429,1,26,2,2026-03-01,42739.0,41239.18,0.936827,True,True,True
16859,2430,2,81,2,2025-01-01,19133.97,17067.23,0.907814,True,False,
16860,2430,2,81,2,2025-02-01,19701.08,18343.73,0.876645,True,False,
16861,2430,2,81,2,2025-03-01,21408.43,20871.17,0.871143,True,False,
16862,2430,2,81,2,2025-04-01,22081.29,21071.25,0.922738,True,True,True
16863,2431,3,87,2,2025-01-01,11539.97,10900.05,0.957228,True,True,True
16864,2432,4,5,3,2025-01-01,35744.75,32721.99,0.867351,True,False,
16865,2432,4,5,3,2025-02-01,34325.59,32924.72,0.972655,True,False,
16866,2432,4,5,3,2025-03-01,39334.92,37682.59,0.982566,True,False,
16867,2432,4,5,3,2025-04-01,36449.6,32524.37,0.929182,True,False,
16868,2432,4,5,3,2025-05-01,41753.95,40381.57,0.85346,True,False,
16869,2432,4,5,3,2025-06-01,41771.35,37397.67,0.987694,True,False,
16870,2432,4,5,3,2025-07-01,38802.09,36280.01,0.896,True,True,False
16871,2433,9,48,3,2025-09-01,81019.97,76155.07,0.947365,True,False,
16872,2433,9,48,3,2025-10-01,81532.46,76666.34,0.945175,True,False,
16873,2433,9,48,3,2025-11-01,85040.94,81144.98,0.942728,True,False,
16874,2433,9,48,3,2025-12-01,89303.85,81909.1,0.992082,True,False,
16875,2433,9,48,3,2026-01-01,82758.12,80205.33,0.974739,True,False,
16876,2433,9,48,3,2026-02-01,85124.86,74954.22,0.979836,True,False,
16877,2433,9,48,3,2026-03-01,85612.95,76436.26,0.966164,True,False,
16878,2433,9,48,3,2026-04-01,92294.58,86992.63,0.887471,True,False,
16879,2433,9,48,3,2026-05-01,97957.83,94840.72,0.863406,True,False,
16880,2433,9,48,3,2026-06-01,98773.05,90218.06,0.994609,True,True,True
16881,2435,1,30,1,2025-05-01,30296.29,27247.42,0.883769,True,False,
16882,2435,1,30,1,2025-06-01,29549.71,27908.19,0.94778,True,False,
16883,2435,1,30,1,2025-07-01,29779.62,27357.6,0.928442,True,False,
16884,2435,1,30,1,2025-08-01,29877.11,26720.05,0.995911,True,False,
16885,2435,1,30,1,2025-09-01,31219.24,28078.3,0.885761,True,False,
16886,2435,1,30,1,2025-10-01,32734.11,29430.01,0.945889,True,False,
16887,2435,1,30,1,2025-11-01,31601.39,29421.94,0.865417,True,False,
16888,2435,1,30,1,2025-12-01,33611.6,29839.34,0.96384,True,False,
16889,2435,1,30,1,2026-01-01,32530.9,29801.09,0.990234,True,False,
16890,2435,1,30,1,2026-02-01,30368.15,29078.5,0.982786,True,False,
16891,2435,1,30,1,2026-03-01,30882.1,29664.45,0.892256,True,False,
16892,2435,1,30,1,2026-04-01,32603.24,31277.67,0.908157,True,True,True
16893,2436,9,54,2,2025-01-01,67154.69,65387.71,0.975353,True,False,
16894,2436,9,54,2,2025-02-01,64985.23,58198.8,0.857497,True,False,
16895,2436,9,54,2,2025-03-01,67520.72,65769.04,0.935522,True,False,
16896,2436,9,54,2,2025-04-01,67929.68,64171.35,0.917027,True,False,
16897,2436,9,54,2,2025-05-01,69758.63,66215.68,0.983139,True,False,
16898,2436,9,54,2,2025-06-01,69929.83,63972.28,0.989255,True,False,
16899,2436,9,54,2,2025-07-01,75109.66,72331.85,0.877734,True,False,
16900,2436,9,54,2,2025-08-01,75041.38,69867.35,0.875256,True,True,False
16901,2437,2,43,4,2025-12-01,20792.18,19029.11,0.981799,True,False,
16902,2437,2,43,4,2026-01-01,24213.07,23662.25,0.899326,True,False,
16903,2437,2,43,4,2026-02-01,23408.58,21293.6,0.9609,True,False,
16904,2437,2,43,4,2026-03-01,23424.67,22455.2,0.944835,True,False,
16905,2437,2,43,4,2026-04-01,22863.99,20374.3,0.91553,True,False,
16906,2437,2,43,4,2026-05-01,25517.72,22883.53,0.938197,True,False,
16907,2437,2,43,4,2026-06-01,24864.18,22422.66,0.891884,True,True,True
16908,2439,4,9,1,2025-11-01,50084.72,48166.66,0.957814,True,False,
16909,2439,4,9,1,2025-12-01,47515.72,42188.95,0.931066,True,False,
16910,2439,4,9,1,2026-01-01,49101.69,44407.78,0.88328,True,False,
16911,2439,4,9,1,2026-02-01,48412.07,46720.05,0.99464,True,False,
16912,2439,4,9,1,2026-03-01,46142.79,40840.79,0.916568,True,False,
16913,2439,4,9,1,2026-04-01,53023.52,50140.11,0.877012,True,False,
16914,2439,4,9,1,2026-05-01,47378.09,44752.15,0.919836,True,False,
16915,2439,4,9,1,2026-06-01,48460.75,44593.91,0.884128,True,True,False
16916,2440,4,29,3,2025-01-01,33206.22,29821.72,0.863216,True,True,True
16917,2442,10,1,4,2025-01-01,52935.78,51463.3,0.920474,True,False,
16918,2442,10,1,4,2025-02-01,54542.2,49211.05,0.979738,True,False,
16919,2442,10,1,4,2025-03-01,52179.47,46272.93,0.981675,True,False,
16920,2442,10,1,4,2025-04-01,48062.51,43977.74,0.944581,True,False,
16921,2442,10,1,4,2025-05-01,54805.79,48668.18,0.88956,True,False,
16922,2442,10,1,4,2025-06-01,55275.69,51829.94,0.933913,True,False,
16923,2442,10,1,4,2025-07-01,54353.04,48738.42,0.923608,True,False,
16924,2442,10,1,4,2025-08-01,50611.95,49238.13,0.975624,True,True,True
16925,2443,10,98,1,2025-01-01,35025.62,31179.7,0.988713,True,False,
16926,2443,10,98,1,2025-02-01,34996.4,31955.37,0.911678,True,False,
16927,2443,10,98,1,2025-03-01,33163.89,30774.77,0.996601,True,False,
16928,2443,10,98,1,2025-04-01,37675.11,35704.21,0.965495,True,False,
16929,2443,10,98,1,2025-05-01,35671.06,31457.85,0.869169,True,False,
16930,2443,10,98,1,2025-06-01,37506.06,35776.58,0.900856,True,False,
16931,2443,10,98,1,2025-07-01,37170.72,33670.83,0.854179,True,False,
16932,2443,10,98,1,2025-08-01,37745.47,35293.29,0.965751,True,False,
16933,2443,10,98,1,2025-09-01,34210.17,32607.61,0.977993,True,False,
16934,2443,10,98,1,2025-10-01,35715.12,32254.62,0.915891,True,False,
16935,2443,10,98,1,2025-11-01,37073.81,34728.1,0.856974,True,False,
16936,2443,10,98,1,2025-12-01,39273.66,36463.47,0.994898,True,False,
16937,2443,10,98,1,2026-01-01,37588.99,36705.1,0.920457,True,False,
16938,2443,10,98,1,2026-02-01,38492.57,36394.42,0.895475,True,False,
16939,2443,10,98,1,2026-03-01,39170.97,36483.94,0.98012,True,False,
16940,2443,10,98,1,2026-04-01,41615.71,38072.18,0.883424,True,False,
16941,2443,10,98,1,2026-05-01,40638.65,38142.47,0.99215,True,True,True
16942,2445,6,35,3,2025-11-01,53479.42,49141.32,0.854795,True,False,
16943,2445,6,35,3,2025-12-01,48976.96,46165.23,0.88338,True,False,
16944,2445,6,35,3,2026-01-01,47882.09,46492.81,0.910746,True,False,
16945,2445,6,35,3,2026-02-01,46981.32,42984.61,0.920939,True,False,
16946,2445,6,35,3,2026-03-01,50157.23,46064.93,0.856992,True,False,
16947,2445,6,35,3,2026-04-01,47901.23,44979.27,0.877171,True,False,
16948,2445,6,35,3,2026-05-01,52624.44,48221.03,0.919837,True,False,
