expense_month_id,accounting_month,product_id,region_id,acquisition_expense,operating_expense
606,2026-04-01,2,2,112748.17,290275.84
607,2026-04-01,2,3,278535.9,332648.51
608,2026-04-01,2,4,245054.38,384699.27
609,2026-04-01,3,1,179300.9,233537.83
610,2026-04-01,3,2,179220.91,304314.36
611,2026-04-01,3,3,220042.42,132362.0
612,2026-04-01,3,4,209728.69,172426.81
613,2026-04-01,4,1,184013.87,252787.22
614,2026-04-01,4,2,177326.4,366202.54
615,2026-04-01,4,3,115970.67,411333.83
616,2026-04-01,4,4,228910.27,225412.39
617,2026-04-01,5,1,172611.05,233762.77
618,2026-04-01,5,2,248512.03,255468.65
619,2026-04-01,5,3,168461.07,144873.4
620,2026-04-01,5,4,213291.13,214665.38
621,2026-04-01,6,1,247395.37,379891.64
622,2026-04-01,6,2,116710.98,404870.43
623,2026-04-01,6,3,186729.38,248888.5
624,2026-04-01,6,4,178047.67,121972.66
625,2026-04-01,7,1,105383.75,277110.82
626,2026-04-01,7,2,216008.1,358478.45
627,2026-04-01,7,3,226660.78,212986.25
628,2026-04-01,7,4,139264.84,188785.63
629,2026-04-01,8,1,115905.64,272488.21
630,2026-04-01,8,2,215207.83,148494.63
631,2026-04-01,8,3,212949.3,379614.71
632,2026-04-01,8,4,257524.37,284506.67
633,2026-04-01,9,1,232865.21,124404.93
634,2026-04-01,9,2,259141.74,128691.65
635,2026-04-01,9,3,132312.3,332551.91
636,2026-04-01,9,4,125375.47,145908.49
637,2026-04-01,10,1,88523.08,310562.64
638,2026-04-01,10,2,106089.28,166783.39
639,2026-04-01,10,3,95457.39,215478.61
640,2026-04-01,10,4,229091.04,142459.6
641,2026-05-01,1,1,278615.49,340799.58
642,2026-05-01,1,2,125807.01,323092.79
643,2026-05-01,1,3,90925.44,170626.5
644,2026-05-01,1,4,266733.15,203758.77
645,2026-05-01,2,1,242658.74,400196.44
646,2026-05-01,2,2,83295.91,207730.95
647,2026-05-01,2,3,173986.8,202460.54
648,2026-05-01,2,4,122063.95,178701.38
649,2026-05-01,3,1,244727.52,361825.1
650,2026-05-01,3,2,168784.54,418740.42
651,2026-05-01,3,3,248774.22,163162.76
652,2026-05-01,3,4,117208.99,298385.96
653,2026-05-01,4,1,166323.56,290127.73
654,2026-05-01,4,2,183287.22,391827.37
655,2026-05-01,4,3,231188.68,308931.82
656,2026-05-01,4,4,110978.84,352149.51
657,2026-05-01,5,1,195466.06,311081.62
658,2026-05-01,5,2,176912.52,210648.64
659,2026-05-01,5,3,222197.32,389111.0
660,2026-05-01,5,4,204762.58,403741.39
661,2026-05-01,6,1,147711.72,310655.31
662,2026-05-01,6,2,244252.52,288967.28
663,2026-05-01,6,3,216670.97,395597.6
664,2026-05-01,6,4,80599.16,291495.0
665,2026-05-01,7,1,169271.15,143641.4
666,2026-05-01,7,2,129431.27,180259.67
667,2026-05-01,7,3,242737.4,343641.06
668,2026-05-01,7,4,120755.45,128073.15
669,2026-05-01,8,1,278348.88,387021.34
670,2026-05-01,8,2,226153.69,154382.31
671,2026-05-01,8,3,193677.05,414930.29
672,2026-05-01,8,4,94836.12,397657.99
673,2026-05-01,9,1,243321.48,381847.31
674,2026-05-01,9,2,186009.29,187220.87
675,2026-05-01,9,3,248880.59,361975.15
676,2026-05-01,9,4,211718.12,148578.83
677,2026-05-01,10,1,272914.9,390050.07
678,2026-05-01,10,2,263340.3,371815.27
679,2026-05-01,10,3,227081.95,147304.42
680,2026-05-01,10,4,227214.25,372951.09
681,2026-06-01,1,1,218934.61,281545.68
682,2026-06-01,1,2,85153.36,374096.2
683,2026-06-01,1,3,170005.74,158590.4
684,2026-06-01,1,4,121491.44,291681.33
685,2026-06-01,2,1,88371.14,243463.21
686,2026-06-01,2,2,192510.01,412163.98
687,2026-06-01,2,3,119841.56,139427.69
688,2026-06-01,2,4,218501.09,137885.37
689,2026-06-01,3,1,245175.42,346591.98
690,2026-06-01,3,2,93318.94,257092.82
691,2026-06-01,3,3,228259.56,365760.82
692,2026-06-01,3,4,84952.22,283153.84
693,2026-06-01,4,1,135816.82,320277.62
694,2026-06-01,4,2,203877.35,345009.06
695,2026-06-01,4,3,118282.89,290682.21
696,2026-06-01,4,4,139442.89,335036.15
697,2026-06-01,5,1,151146.57,168321.8
698,2026-06-01,5,2,206675.65,281764.67
699,2026-06-01,5,3,114823.21,376392.7
700,2026-06-01,5,4,236451.17,375757.09
701,2026-06-01,6,1,265868.05,157431.34
702,2026-06-01,6,2,110679.09,256370.53
703,2026-06-01,6,3,180181.59,317354.42
704,2026-06-01,6,4,160250.56,267824.68
705,2026-06-01,7,1,110920.94,406824.28
706,2026-06-01,7,2,234565.84,195850.05
707,2026-06-01,7,3,147512.42,167395.36
708,2026-06-01,7,4,233061.3,257121.71
709,2026-06-01,8,1,164679.26,183357.35
710,2026-06-01,8,2,239708.04,362648.65
711,2026-06-01,8,3,89281.22,339181.51
712,2026-06-01,8,4,131994.06,339070.02
713,2026-06-01,9,1,115266.64,417281.81
714,2026-06-01,9,2,274216.16,364720.16
715,2026-06-01,9,3,166050.12,189430.26
716,2026-06-01,9,4,154280.49,328586.89
717,2026-06-01,10,1,259919.06,388031.57
718,2026-06-01,10,2,201277.94,400995.83
719,2026-06-01,10,3,154387.19,401832.45
720,2026-06-01,10,4,82014.7,359394.83
